      160	2022-03-01 07:10:34	1	0	15	0
      152	2022-03-01 07:18:08	1	0	15	0
      157	2022-03-01 18:59:25	1	0	15	0
      160	2022-03-01 19:04:48	1	0	15	0
      152	2022-03-02 07:06:23	1	0	15	0
      157	2022-03-02 07:09:23	1	0	15	0
      153	2022-03-02 18:54:42	1	0	15	0
      152	2022-03-02 18:59:45	1	0	15	0
      131	2022-03-03 05:58:10	1	0	15	0
       55	2022-03-03 06:11:49	1	0	15	0
       77	2022-03-03 06:51:20	1	0	15	0
        6	2022-03-03 06:51:39	1	0	15	0
      168	2022-03-03 06:55:19	1	0	15	0
      152	2022-03-03 07:00:09	1	0	15	0
      153	2022-03-03 07:09:09	1	0	15	0
      135	2022-03-03 07:10:20	1	0	15	0
       45	2022-03-03 07:18:06	1	0	15	0
       37	2022-03-03 07:18:41	1	0	15	0
       32	2022-03-03 07:25:29	1	0	15	0
      123	2022-03-03 07:25:31	1	0	15	0
      120	2022-03-03 07:25:40	1	0	15	0
      116	2022-03-03 07:26:55	1	0	15	0
       57	2022-03-03 07:28:00	1	0	15	0
        1	2022-03-03 07:28:27	1	0	15	0
      170	2022-03-03 07:32:47	1	0	15	0
       63	2022-03-03 07:33:19	1	0	15	0
       39	2022-03-03 07:34:14	1	0	15	0
       38	2022-03-03 07:34:23	1	0	15	0
      147	2022-03-03 07:34:37	1	0	3	0
       24	2022-03-03 07:34:52	1	0	15	0
       61	2022-03-03 07:36:02	1	0	15	0
      172	2022-03-03 07:36:37	1	0	15	0
      148	2022-03-03 07:37:04	1	0	3	0
      173	2022-03-03 07:37:31	1	0	15	0
       14	2022-03-03 07:37:35	1	0	15	0
      113	2022-03-03 07:37:59	1	0	15	0
      163	2022-03-03 07:38:18	1	0	15	0
      166	2022-03-03 07:38:21	1	0	15	0
      164	2022-03-03 07:38:52	1	0	15	0
      124	2022-03-03 07:40:28	1	0	15	0
       64	2022-03-03 07:41:22	1	0	15	0
       49	2022-03-03 07:41:26	1	0	15	0
        5	2022-03-03 07:41:30	1	0	15	0
      161	2022-03-03 07:41:59	1	0	15	0
      136	2022-03-03 07:42:52	1	0	3	0
      129	2022-03-03 07:43:02	1	0	15	0
       35	2022-03-03 07:44:39	1	0	15	0
      175	2022-03-03 07:44:44	1	0	15	0
      167	2022-03-03 07:45:10	1	0	15	0
      105	2022-03-03 07:45:30	1	0	15	0
      128	2022-03-03 07:45:48	1	0	15	0
       42	2022-03-03 07:46:06	1	0	15	0
      160	2022-03-03 07:46:19	1	0	15	0
      145	2022-03-03 07:46:22	1	0	15	0
      101	2022-03-03 07:46:40	1	0	3	0
        8	2022-03-03 07:46:47	1	0	15	0
        9	2022-03-03 07:48:18	1	0	15	0
      174	2022-03-03 07:48:24	1	0	15	0
      137	2022-03-03 07:49:01	1	0	15	0
      171	2022-03-03 07:49:07	1	0	15	0
       26	2022-03-03 07:49:10	1	0	15	0
       29	2022-03-03 07:50:35	1	0	15	0
      159	2022-03-03 07:50:41	1	0	15	0
      149	2022-03-03 07:52:09	1	0	15	0
       43	2022-03-03 07:52:12	1	0	15	0
      109	2022-03-03 07:52:32	1	0	15	0
       23	2022-03-03 07:53:14	1	0	15	0
      119	2022-03-03 07:53:55	1	0	15	0
       72	2022-03-03 07:54:15	1	0	15	0
       88	2022-03-03 07:54:45	1	0	15	0
       10	2022-03-03 07:55:06	1	0	15	0
       51	2022-03-03 07:55:55	1	0	15	0
       73	2022-03-03 07:56:52	1	0	15	0
      127	2022-03-03 07:57:19	1	0	15	0
       74	2022-03-03 07:57:40	1	0	15	0
      146	2022-03-03 08:00:06	1	0	15	0
      156	2022-03-03 08:00:57	1	0	15	0
      154	2022-03-03 08:10:53	1	0	15	0
       41	2022-03-03 08:20:47	1	0	15	0
       25	2022-03-03 08:27:43	1	0	15	0
       16	2022-03-03 08:56:47	1	0	15	0
      129	2022-03-03 12:00:03	1	0	15	0
      127	2022-03-03 12:00:08	1	0	15	0
      124	2022-03-03 12:00:47	1	0	15	0
      145	2022-03-03 12:00:53	1	0	15	0
       37	2022-03-03 12:00:57	1	0	15	0
        1	2022-03-03 12:01:00	1	0	15	0
      109	2022-03-03 12:01:05	1	0	15	0
      103	2022-03-03 12:01:10	1	0	15	0
      105	2022-03-03 12:01:13	1	0	15	0
      175	2022-03-03 12:01:16	1	0	15	0
        8	2022-03-03 12:01:21	1	0	15	0
      167	2022-03-03 12:01:24	1	0	15	0
       74	2022-03-03 12:01:28	1	0	15	0
      113	2022-03-03 12:01:31	1	0	15	0
      160	2022-03-03 12:01:34	1	0	15	0
       42	2022-03-03 12:01:38	1	0	15	0
      159	2022-03-03 12:01:41	1	0	15	0
      119	2022-03-03 12:01:44	1	0	15	0
      146	2022-03-03 12:01:48	1	0	15	0
       10	2022-03-03 12:01:52	1	0	15	0
      154	2022-03-03 12:01:55	1	0	15	0
      170	2022-03-03 12:01:59	1	0	15	0
       32	2022-03-03 12:02:03	1	0	15	0
      156	2022-03-03 12:02:08	1	0	15	0
      117	2022-03-03 12:02:13	1	0	15	0
       39	2022-03-03 12:02:19	1	0	15	0
       41	2022-03-03 12:02:24	1	0	15	0
      171	2022-03-03 12:02:27	1	0	15	0
       35	2022-03-03 12:02:31	1	0	15	0
       45	2022-03-03 12:02:36	1	0	15	0
      131	2022-03-03 12:02:50	1	0	15	0
       14	2022-03-03 12:02:54	1	0	15	0
       25	2022-03-03 12:02:59	1	0	15	0
      101	2022-03-03 12:03:05	1	0	3	0
       38	2022-03-03 12:03:09	1	0	15	0
       23	2022-03-03 12:03:25	1	0	15	0
      136	2022-03-03 12:03:36	1	0	3	0
        9	2022-03-03 12:03:42	1	0	15	0
      166	2022-03-03 12:03:46	1	0	15	0
      173	2022-03-03 12:03:50	1	0	15	0
      135	2022-03-03 12:03:52	1	0	15	0
      147	2022-03-03 12:04:00	1	0	3	0
      148	2022-03-03 12:05:24	1	0	3	0
